cui,cue,nombre_escuela,nombre_utm,perido,modelo,mac_address,ip_publica,latitud,longitud,direccion,bw_gb,clientes,wan_appliances,wan_carrier,access_points,bw_educacion,bw_web,bw_streaming,bw_calls,bw_socialmedia,bw_updates,bw_otros
1408997,140197500,FRAY MAMERTO ESQUIU-SAN ISIDRO,UTM - SAN ISIDRO - FRAY MAMERTO ESQUIU,may-25,MX68,e4:55:a8:7d:38:6e,148.227.69.141,-306.023,-649.415,"-30.6023,-64.9415","0,09",3,1,Starlink,2,"0,03","0,02","0,02","0,01","0,01","0,01","0,00"
1409536,140380300,PEDRO GOYENA-SAN ISIDRO,UTM - SAN ISIDRO - PEDRO GOYENA,may-25,MX68,08:f1:b3:79:5c:88,2803:9810:b59b:3b08:af1:b3ff:fe79:5c89,-3.063.128.461,-635.887.243.574,"-30.63128461,-63.5887243574","0,28",4,1,Starlink,2,"0,08","0,07","0,05","0,03","0,02","0,02","0,01"
1409078,140219600,YAPEYU-SAN ISIDRO,UTM - SAN ISIDRO - YAPEYU,may-25,MX68,6c:c3:b2:62:27:af,143.105.136.194,-321.474,-651.062,"-32.1474,-65.1062","0,45",5,1,Starlink,2,"0,13","0,11","0,08","0,05","0,04","0,03","0,01"
1408734,140143800,DOCTOR JUAN JOSE CASTELLI-SAN JOAQUIN,UTM - SAN JOAQUIN - JUAN JOSE CASTELLI,may-25,MX68,e4:55:a8:7d:3a:84,143.105.136.194,-3.451.319,-6.370.931,47QRF7PR+P7,"0,18",4,1,Starlink,2,"0,05","0,04","0,03","0,02","0,01","0,01","0,00"
1409601,140401102,I.P.E.M. N178 - AMERICA LATINA - ANEXO SAN JOAQUIN-SAN JOAQUIN,UTM - SAN JOAQUIN ANEXO,may-25,MX68,08:f1:b3:7d:44:ab,143.105.136.194,-3.451.231,-6.370.894,47QRF7QR+3C,"13,66",83,1,Starlink,2,"3,83","3,42","2,46","1,64","1,09","0,96","0,27"
1408776,140150900,I.P.E.M. NÂº 31 PADRE BROCHERO-SAN JOSE,UTM - SAN JOSE - I.P.E.M. NÂ°31 PADRE BROCHERO,may-25,MX68,6c:c3:b2:4e:df:99,148.222.194.24,-3.195.561,-6.531.239,"2MVQ+Q25 San Jose, CÃ³rdoba","0,12",4,1,Starlink,2,"0,03","0,03","0,02","0,01","0,01","0,01","0,00"
1408904,140182400,RICARDO ROJAS-SAN JOSE,UTM - SAN JOSE - RICARDO ROJAS,may-25,MX68,e4:55:a8:8f:00:57,148.222.194.24,-3.215.131,-6.462.131,47VQR9XH+FF,"4,39",93,1,Starlink,2,"1,23","1,10","0,79","0,53","0,35","0,31","0,09"
1409830,140541100,I.P.E.M. NÂº 369 DR. RENE FAVALORO-SAN JOSE DE LAS SALINAS,UTM - SAN JOSE DE LAS SALINAS,may-25,MX68,08:f1:b3:7a:89:b7,148.222.194.24,-3.000.744,-6.462.394,47XQX9VG+2C,"1,17",56,1,Starlink,2,"0,33","0,29","0,21","0,14","0,09","0,08","0,02"
1408409,140065600,CARLOS FRIAS-SAN LORENZO,UTM - SAN LORENZO - CARLOS FRIAS,may-25,MX68,6c:c3:b2:62:26:cb,98.97.134.80,-3.087.623.364,-641.972.647.323,"-30.8762336400,-64.1972647323","0,07",5,1,Starlink,2,"0,02","0,02","0,01","0,01","0,01","0,01","0,00"
1409196,140564300,I.P.E.M. N 407-SAN LORENZO,UTM - SAN LORENZO - I.P.E.M. NÂ° 407,may-25,MX68,e4:55:a8:7d:3a:87,98.97.134.80,-3.166.899,-6.501.661,"8XJM+C92 San Lorenzo, CÃ³rdoba","2,09",15,1,Starlink,2,"0,59","0,52","0,38","0,25","0,17","0,15","0,04"
1409031,140208100,25 DE mayo-SAN LUIS,UTM - SAN LUIS,may-25,MX68,08:f1:b3:7d:48:60,98.97.134.80,-2.983.794,-6.343.669,572R5H67+R8,"4,43",27,1,Starlink,1,"1,24","1,11","0,80","0,53","0,35","0,31","0,09"
1408271,140257300,MIGUEL ANGEL ONTIVERO-SAN MARTIN,UTM - SAN MARTIN,may-25,MX68,6c:ef:bd:cb:ff:11,143.105.136.217,-318.842,-654.823,"-31.8842,-65.4823","3,36",17,1,Starlink,2,"0,94","0,84","0,61","0,40","0,27","0,24","0,07"
1409608,140402700,MIGUEL DE AZCUENAGA-SAN MIGUEL,UTM - SAN MIGUEL - MIGUEL DE AZCUENAGA,may-25,MX68,6c:ef:bd:cc:01:77,143.105.136.217,-2.973.706,-6.402.344,572Q7X7G+5J,"7,28",82,1,Starlink,2,"2,04","1,82","1,31","0,87","0,58","0,51","0,15"
1409738,140489600,POLICIA FEDERAL ARGENTINA-SAN MIGUEL,UTM - SAN MIGUEL - POLICIA FEDERAL ARGENTINA,may-25,MX68,6c:ef:bd:cc:01:7d,143.105.136.217,-303.472,-644.798,"-30.3472,-64.4798","3,62",109,1,Starlink,2,"1,01","0,91","0,65","0,43","0,29","0,25","0,07"
1409635,140409600,MANUEL BELGRANO-SAN PEDRO NORTE,UTM - SAN PEDRO NORTE - MANUEL BELGRANO,may-25,MX68,6c:ef:bd:cc:01:5d,143.105.136.217,-3.009.199.943,-641.540.318.083,"-30.0919994300,	-64.1540318083","21,29",168,1,Starlink,2,"5,96","5,32","3,83","2,55","1,70","1,49","0,43"
1408269,140038500,PTE. MARCELO T. DE ALVEAR-SAN RAFAEL,UTM - SAN RAFAEL,may-25,MX68,6c:ef:bd:cc:01:6c,143.105.136.217,-31.835,-655.498,"-31.8350,-65.5498","0,09",3,1,Starlink,2,"0,03","0,02","0,02","0,01","0,01","0,01","0,00"
1409276,140294200,DOCTOR AMADEO SABATTINI-SAN ROQUE,UTM - SAN ROQUE -  DR AMADEO SABATTINI,may-25,MX68,08:f1:b3:de:9e:96,143.105.136.217,-3.137.283,-6.443.372,"-31.3729386600,-64.4338058458","0,25",5,1,Starlink,2,"0,07","0,06","0,05","0,03","0,02","0,02","0,01"
1408908,140183000,BERNARDINO RIVADAVIA-SAN ROQUE,UTM - SAN ROQUE - BERNARDINO RIVADAVIA,may-25,MX68,6c:c3:b2:4e:df:9b,148.222.223.30,-32.216.354.796.837.500,-6.467.205.584.049.220,"-32.216212498,	-64.672098773","4,12",41,1,Starlink,2,"1,15","1,03","0,74","0,49","0,33","0,29","0,08"
1408873,140175900,CONGRESO DE TUCUMAN-SAN ROQUE,UTM - SAN ROQUE - CONGRESO DE TUCUMAN,may-25,MX68,e4:55:a8:8f:00:13,148.222.223.30,-3.046.143.103,-635.534.485.534,"-30.4614310300,	-63.5534485534","1,44",10,1,Starlink,2,"0,40","0,36","0,26","0,17","0,12","0,10","0,03"
1409277,140294300,ALBERTO R. MAGGI- HOGAR NÂº1-SAN ROQUE,UTM - SAN ROQUE - HOGAR NÂ°1,may-25,MX68,08:f1:b3:7d:b4:49,148.222.223.30,-3.134.704,-6.446.237,"-31.3478556000,-64.4624190001","0,72",12,1,Starlink,2,"0,20","0,18","0,13","0,09","0,06","0,05","0,01"
1409956,140554500,I.P.E.M. N 388-SAN ROQUE,UTM - SAN ROQUE - I.P.E.M. NÂ°388,may-25,MX68,e4:55:a8:be:df:4b,143.105.136.26,-3.134.861,-6.445.942,"MG2R+H64 San Roque, CÃ³rdoba","1,24",9,1,Starlink,2,"0,35","0,31","0,22","0,15","0,10","0,09","0,02"
1408330,140053700,FRAY MAMERTO ESQUIU-SAN TIBURCIO,UTM - SAN TIBURCIO,may-25,MX68,e4:55:a8:54:0b:ef,143.105.136.26,-316.635,-654.769,"-31.6635,-65.4769","3,33",86,1,Starlink,2,"0,93","0,83","0,60","0,40","0,27","0,23","0,07"
1408270,140038100,MAESTRO HERIBERTO GALABURRI-SAN VICENTE,UTM - SAN VICENTE,may-25,MX68,08:f1:b3:75:41:aa,143.105.136.26,-318.515,-654.296,"-31.8515,-65.4296","1,23",21,1,Starlink,2,"0,35","0,31","0,22","0,15","0,10","0,09","0,02"
1408346,140057900,JOSE DE SAN MARTIN-SANABRIA,UTM - SANABRIA,may-25,MX68,6c:c3:b2:62:26:42,143.105.136.42,-3.252.839,-6.324.804,-3.252.785,"0,51",9,1,Starlink,2,"0,14","0,13","0,09","0,06","0,04","0,04","0,01"
1408833,140167300,GENERAL JOSE MARIA PAZ-SANTA ANA,UTM - SANTA ANA - GRAL. JOSE MARIA PAZ,may-25,MX68,e4:55:a8:7d:3a:2c,143.105.136.42,-307.973,-651.915,"-30.7973,-65.1915","2,99",14,1,Starlink,2,"0,84","0,75","0,54","0,36","0,24","0,21","0,06"
1408481,140084500,RAMON JOSE CARCANO-SANTA ANA,UTM - SANTA ANA - JOSE CARCANO,may-25,MX68,08:f1:b3:7c:95:ad,143.105.136.42,-2.984.181,-6.383.569,572R5557+7P,"1,32",80,1,Starlink,2,"0,37","0,33","0,24","0,16","0,11","0,09","0,03"
1408408,140065900,GREGORIA MATORRAS-SANTA CATALINA,UTM - SANTA CATALINA,may-25,MX68,6c:ef:bd:cb:c1:5f,148.227.74.21,-308.705,-642.332,"-30.8705000000	,-64.2332000000","0,20",6,1,Starlink,2,"0,06","0,05","0,04","0,02","0,02","0,01","0,00"
1408655,140542001,I.P.E.M. N 371 - MARIANO MORENO - ANEXO SANTA ELENA-SANTA ELENA,UTM - SANTA ELENA,may-25,MX68,e4:55:a8:8f:00:05,148.227.74.21,-3.011.527.984,-638.440.994.535,"-30.11527984,-63.8440994535","0,42",22,1,Starlink,2,"0,12","0,10","0,08","0,05","0,03","0,03","0,01"
1408657,140125900,COMANDANTE ANDRESITO-SANTA EUFEMIA,UTM - SANTA EUFEMIA,may-25,MX68,08:f1:b3:7a:5e:59,148.227.74.21,-3.328.956,-6.314.106,47RRPV65+5H,"6,30",64,1,Starlink,2,"1,76","1,57","1,13","0,76","0,50","0,44","0,13"
1408935,140187000,MARIQUITA SANCHEZ DE THOMPSON-SANTA ISABEL,UTM - SANTA ISABEL - MARIQUITA SANCHEZ DE THOMPSON,may-25,MX68,e4:55:a8:b4:ba:5e,148.222.222.215,-3.075.194,-6.330.269,47XR6MXW+6W,"1,72",36,1,Starlink,2,"0,48","0,43","0,31","0,21","0,14","0,12","0,03"
1406638,140038400,DIDIMO ARGAÃ‘ARAZ-SANTA MARIA,UTM - SANTA MARIA - DIDIMO ARGAÃ‘ARAZ,may-25,MX68,6c:c3:b2:61:fe:83,148.222.222.215,-319.052,-654.381,"-31.9052,-65.4381","0,06",3,1,Starlink,2,"0,02","0,02","0,01","0,01","0,00","0,00","0,00"
1409229,140272700,PAULA ALBARRACIN-SANTA MARIA,UTM - SANTA MARIA - PAULA ALBARRACIN,may-25,MX68,e4:55:a8:b4:ac:b0,148.222.222.215,-336.972,-629.143,"-33.6972,-62.9143","2,65",15,1,Starlink,2,"0,74","0,66","0,48","0,32","0,21","0,19","0,05"
1401476,140212100,ESCUELA JUAN BAUTISTA ALBERDI-SANTA MARIA DE PUNILLA,UTM - SANTA MARIA DE PUNILLA - JUAN B. ALBERDI,may-25,MX68,6c:c3:b2:61:fe:8a,148.222.222.215,-3.129.209,-6.446.367,"PG5P+5G8 Bialet MassÃ©, CÃ³rdoba","0,45",3,1,Starlink,2,"0,13","0,11","0,08","0,05","0,04","0,03","0,01"
1409137,140237900,J.DE INF. HERMANA JUANITA CANESSA-SANTA MONICA,UTM - SANTA MONICA,may-25,MX68,e4:55:a8:b4:bb:6f,148.222.222.215,-3.206.701,-6.457.792,"WCMC+5RW Santa MÃ³nica, CÃ³rdoba","0,11",4,1,Starlink,2,"0,03","0,03","0,02","0,01","0,01","0,01","0,00"
1408575,140108000,ATALIVA HERRERA-SANTA RITA,UTM - SANTA RITA,may-25,MX68,6c:c3:b2:62:05:09,148.222.222.215,-31.804,-64.317,"-31.8040,-64.3170","0,12",4,1,Starlink,2,"0,03","0,03","0,02","0,01","0,01","0,01","0,00"
1403270,140119800,I.P.E.M. NÂº 271 DR. DALMACIO VELEZ SARSFIELD-SANTA ROSA DE CALAMUCHITA,UTM - SANTA ROSA DE CALAMUCHITA - DR. DALMACIO VELEZ SARFIELD,may-25,MX68,9c:e3:30:bf:a2:e8,148.222.222.215,-3.206.411,-645.368,"WFP7+974 Santa Rosa de Calamuchita, CÃ³rdoba","3,16",30,1,Starlink,2,"0,89","0,79","0,57","0,38","0,25","0,22","0,06"
1408109,140573300,I.P.E.T. N 422-SANTA ROSA DE CALAMUCHITA,UTM - SANTA ROSA DE CALAMUCHITA - I.P.E.T. NÂ° 422,may-25,MX68,6c:c3:b2:4e:e1:66,200.189.31.242,-3.206.711,-6.454.723,"WFM3+542, Santa Rosa de Calamuchita, CÃ³rdoba","0,09",3,1,Starlink,2,"0,03","0,02","0,02","0,01","0,01","0,01","0,00"
1403275,140020900,J.DE INF. MARIANO MORENO-SANTA ROSA DE CALAMUCHITA,UTM - SANTA ROSA DE CALAMUCHITA - MARIANO MORENO,may-25,MX68,e4:55:a8:7d:39:b2,200.189.31.242,-3.206.966,-6.454.017,"WFJ5+4WP Santa Rosa de Calamuchita, CÃ³rdoba","0,29",4,1,Starlink,2,"0,08","0,07","0,05","0,04","0,02","0,02","0,01"
1408131,140010500,GENERAL JOSE MARIA PAZ-ZONA RURAL POR V STA ROSA DE RIO I,UTM - SANTA ROSA DE RIO PRIMERO - GRAL. JOSE MARIA PAZ,may-25,MX68,08:f1:b3:79:30:e9,200.189.31.242,-312.063,-632.231,"-31.2063,-63.2231","0,27",9,1,Starlink,2,"0,07","0,07","0,05","0,03","0,02","0,02","0,01"
1408996,140197400,LUZ VIEIRA MENDEZ-SANTO DOMINGO,UTM - SANTO DOMINGO,may-25,MX68,6c:c3:b2:62:25:3d,148.222.194.79,-3.044.544,-6.508.556,47XPHW37+RQ,"0,24",9,1,Starlink,2,"0,07","0,06","0,04","0,03","0,02","0,02","0,00"
1406694,140506500,I.P.E.M. NÂº 340 HORACIO GOÃ‘I FIERRO-SARMIENTO,UTM - SARMIENTO - HORACIO GOÃ‘I FIERRO,may-25,MX68,e4:55:a8:7d:3a:81,148.222.194.79,-3.077.591,-6.410.861,"6VFR+JHJ Sarmiento, CÃ³rdoba","0,66",7,1,Starlink,2,"0,18","0,16","0,12","0,08","0,05","0,05","0,01"
1406694,140189400,ESCUELA JUAN DE SAN MARTIN Y GOMEZ-SARMIENTO,UTM - SARMIENTO - JUAN DE SAN MARTIN Y GOMEZ,may-25,MX68,08:f1:b3:7a:0a:75,148.222.194.79,-3.077.594,-6.410.856,47XQ6VFR+JH,"12,53",86,1,Starlink,2,"3,51","3,13","2,25","1,50","1,00","0,88","0,25"
1408747,140145800,DOCTOR RICARDO LEVENE-SAUCE ARRIBA,UTM - SAUCE ARRIBA - DR RICARDO LEVENE,may-25,MX68,6c:c3:b2:62:25:4a,148.222.194.27,-319.211,-651.462,"-31.9211,-65.1462","2,03",44,1,Starlink,2,"0,57","0,51","0,37","0,24","0,16","0,14","0,04"
1409194,140257700,FRAY LUIS BELTRAN-SAUCE ARRIBA,UTM - SAUCE ARRIBA - FRAY L. BELTRAN,may-25,MX68,e4:55:a8:7d:3a:14,148.222.194.27,-319.108,-651.764,"-31.9108,-65.1764","0,40",6,1,Starlink,2,"0,11","0,10","0,07","0,05","0,03","0,03","0,01"
1409486,140369600,VICENTE MALDONADO-SAUCE DE LOS QUEVEDOS,UTM - SAUCE DE LOS QUEVEDOS,may-25,MX68,08:f1:b3:7a:d4:ab,148.222.194.27,-312.395,-650.318,"-31.2395,-65.0318","0,41",15,1,Starlink,2,"0,11","0,10","0,07","0,05","0,03","0,03","0,01"
1409524,140377700,RITA AUDELINA ZAVALA DE SALGADO-SEGUNDA USINA,UTM - SEGUNDA USINA,may-25,MX68,6c:c3:b2:62:1f:2a,148.227.121.215,-3.216.494,-6.437.844,47VQRJPC+2J,"1,45",6,1,Starlink,2,"0,41","0,36","0,26","0,17","0,12","0,10","0,03"
1408733,140143700,SANTIAGO DE LINIERS-SERRANO,UTM - SERRANO,may-25,MX68,6c:c3:b2:62:1e:e3,148.227.121.215,-3.450.631,-6.341.231,47QRFHVQ+F3,"0,85",10,1,Starlink,2,"0,24","0,21","0,15","0,10","0,07","0,06","0,02"
1408500,140087700,9 DE JULIO-SILVIO PELLICO,UTM - SILVIO PELLICO,may-25,MX68,08:f1:b3:7c:7e:fa,148.227.121.215,-3.234.144,-6.299.619,47VVM253+CG,"0,51",39,1,Starlink,2,"0,14","0,13","0,09","0,06","0,04","0,04","0,01"
1408956,140380900,FLORENTINO AMEGHINO-SIMBOLAR,UTM - SIMBOLAR,may-25,MX68,6c:ef:bd:cc:00:78,98.97.134.11,-304.762.073,-639.826.559,"-30.4762073, -63.9826559","4,48",80,1,Starlink,2,"1,25","1,12","0,81","0,54","0,36","0,31","0,09"
1408615,140114400,DOCTOR JUAN JOSE PASO-SIN ASIGNAR,UTM - SIN ASIGNAR,may-25,MX68,e4:55:a8:8f:05:06,98.97.134.11,-3.119.044,-6.312.281,47WRRV5G+RV,"14,52",67,1,Starlink,2,"4,07","3,63","2,61","1,74","1,16","1,02","0,29"
1408816,140165200,LEOPOLDO LUGONES-SIN ASIGNAR,UTM - SIN ASIGNAR,may-25,MX68,08:f1:b3:79:5c:a2,98.97.134.11,-313.352.183,-632.722.682,"-31.3352183000, -63.2722682000","0,93",14,1,Starlink,1,"0,26","0,23","0,17","0,11","0,07","0,06","0,02"
1409356,140325100,CARLOS PELLEGRINI-SIN ASIGNAR,UTM - SIN ASIGNAR,may-25,MX68,6c:c3:b2:4e:e5:3a,148.222.222.200,-310.471,-628.616,"-31.0471,-62.8616","1,33",19,1,Starlink,2,"0,37","0,33","0,24","0,16","0,11","0,09","0,03"
1409359,140325800,JUAN BAUTISTA CABRAL-SIN ASIGNAR,UTM - SIN ASIGNAR,may-25,MX68,e4:55:a8:7d:39:b0,148.222.222.200,-31.713,-631.052,"-31.7130,-63.1052","1,39",25,1,Starlink,2,"0,39","0,35","0,25","0,17","0,11","0,10","0,03"
1410588,140054000,DOCTOR AMADEO SABATTINI-SIN ASIGNAR,UTM - SIN ASIGNAR,may-25,MX68,08:f1:b3:7b:50:45,148.222.222.200,-314.284.423,-65.257.342,"-31.4284423000	,-65.2573420000","3,62",24,1,Starlink,2,"1,01","0,91","0,65","0,43","0,29","0,25","0,07"
1408407,140283500,ESCUELA CORONEL PASCUAL PRINGLES-SINSACATE,UTM - SINSACATE - CORONEL PASCUAL PRINGLES,may-25,MX68,6c:c3:b2:62:27:cf,153.67.181.82,-3.094.331,-6.409.444,47XQ3W44+M6,"1,70",22,1,Starlink,2,"0,48","0,43","0,31","0,20","0,14","0,12","0,03"
1402571,140578900,C.E.N.M.A. SAN FRANCISO DEL CHAÃ‘AR-SOBREMONTE,UTM - SOBREMONTE - SAN FRANCISCO DEL CHAÃ‘AR,may-25,MX68,e4:55:a8:7d:39:e8,153.67.181.82,-2.978.821,-6.394.248,"6365+P26 San Francisco del ChaÃ±ar, CÃ³rdoba","3,48",12,1,Starlink,2,"0,98","0,87","0,63","0,42","0,28","0,24","0,07"
1409339,140320600,GENERAL LAS HERAS-SOCAVONES,UTM - SOCAVONES - LAS HERAS,may-25,MX68,08:f1:b3:7b:7d:36,153.67.181.82,-3.025.612.822,-640.378.213.054,"-30.2561282200,	-64.0378213054","1,98",25,1,Starlink,2,"0,55","0,49","0,36","0,24","0,16","0,14","0,04"
1408376,140060700,REMEDIOS ESCALADA DE SAN MARTIN-SUCO,UTM - SUCO,may-25,MX68,6c:c3:b2:4e:e4:8d,143.105.136.42,-334.418.492,-648.321.883,"-33.4418492000,	-64.8321883000","0,22",9,1,Starlink,2,"0,06","0,05","0,04","0,03","0,02","0,02","0,00"
1408241,140034000,MANUEL BELGRANO-TALA CAÃ‘ADA,UTM - TALA CAÃ‘ADA,may-25,MX68,e4:55:a8:7d:39:af,143.105.136.42,-313.588,-649.639,"-31.3588,-64.9639","0,18",9,1,Starlink,2,"0,05","0,04","0,03","0,02","0,01","0,01","0,00"
1409507,140375100,JUAN JOSE CASTELLI-TALAINI,UTM - TALAINI,may-25,MX68,08:f1:b3:7b:80:9d,143.105.136.42,-3.124.656,-65.168.066,"-31.2465600000	, -65.1680660000","1,16",9,1,Starlink,2,"0,32","0,29","0,21","0,14","0,09","0,08","0,02"
1408237,140033400,ANTARTIDA ARGENTINA-TANINGA,UTM - TANINGA,may-25,MX68,6c:c3:b2:62:25:37,148.222.223.168,-3.134.507.563,-650.805.846.975,"-31.34507563,	-65.0805846975","1,29",44,1,Starlink,2,"0,36","0,32","0,23","0,16","0,10","0,09","0,03"
1408133,140011000,MONICA BUSTAMANTE DE GIGENA-TEJEDA,UTM - TEJEDA,may-25,MX68,e4:55:a8:7d:3a:20,148.222.223.168,-3.138.804,-6.398.334,"-31.3880244800,-63.9834438129","5,96",17,1,Starlink,2,"1,67","1,49","1,07","0,72","0,48","0,42","0,12"
1409154,140247800,CARLOS CASSAFFOUSTH -EX- NACIONAL NRO. 509-TERCERA,UTM - TERCERA,may-25,MX68,08:f1:b3:7a:be:bb,148.222.223.168,-321.949,-643.143,"-32.1949,-64.3143","1,37",5,1,Starlink,2,"0,38","0,34","0,25","0,16","0,11","0,10","0,03"
1400879,140119200,CONSTANCIO CECILIO VIGIL-TIO PUJIO,UTM - TIO PUJIO - CONSTANCIO CECILIO VIGIL,may-25,MX68,6c:c3:b2:62:1e:bf,148.227.121.56,-3.191.699.269,-6.350.326.969,"-31.91699269	,-63.50326969","1,58",19,1,Starlink,2,"0,44","0,39","0,28","0,19","0,13","0,11","0,03"
1408358,140058300,FRAY VENANCIO TABORDA-TIO PUJIO,UTM - TIO PUJIO - FRAY V. TABORDA,may-25,MX68,6c:c3:b2:62:1e:b4,148.227.121.56,-32.353,-634.229,"-32.3530,-63.4229","4,71",9,1,Starlink,2,"1,32","1,18","0,85","0,56","0,38","0,33","0,09"
1403244,140106300,J.DE INF. JUAN BAUTISTA ALBERDI-TOLEDO,UTM - TOLEDO - JUAN B. ALBERDI ,may-25,MX68,08:f1:b3:7d:27:2a,2803:9810:b64b:6808:af1:b3ff:fe7d:272b,-3.155.809,-640.108,"CXRQ+QM8 Toledo, CÃ³rdoba, Argentina","0,95",3,1,Starlink,2,"0,27","0,24","0,17","0,11","0,08","0,07","0,02"
1402549,140317400,I.P.E.M. N 107 REINO DE ESPAÃ‘A-TOLEDO,UTM - TOLEDO - REINO DE ESPAÃ‘A,may-25,MX68,6c:c3:b2:62:27:83,148.227.69.104,-3.155.689,-6.400.348,"CXVW+6JR Toledo, CÃ³rdoba","2,72",60,1,Starlink,2,"0,76","0,68","0,49","0,33","0,22","0,19","0,05"
1407016,140113900,JOSE MANUEL ESTRADA-TORO PUJIO,UTM - TORO PUJIO,may-25,MX68,e4:55:a8:8f:00:60,148.227.69.104,-3.110.996,-6.298.674,"-31.1102,-62.9868","2,33",64,1,Starlink,2,"0,65","0,58","0,42","0,28","0,19","0,16","0,05"
1409405,140346700,MONSEÃ‘OR LUIS ROSENDO LEAL-TOSNO,UTM - TOSNO,may-25,MX68,08:f1:b3:7c:a6:07,148.227.69.104,-309.502,-653.155,"-30.9502,-65.3155","2,76",43,1,Starlink,2,"0,77","0,69","0,50","0,33","0,22","0,19","0,06"
1408954,140190300,JOSE INGENIEROS-TOTORAL,UTM - TOTORAL - JOSE INGENIEROS,may-25,MX68,6c:c3:b2:62:1f:1c,98.97.134.189,-307.193,-637.934,"-30.7193,-63.7934","47,69",71,1,Starlink,2,"13,35","11,92","8,58","5,72","3,82","3,34","0,95"
1408415,140066200,MARIANO MORENO-TOTORAL,UTM - TOTORAL - MARIANO MORENO,may-25,MX68,e4:55:a8:8e:ff:c6,98.97.134.189,-308.860.264,-6.434.022.107,"-30.8860264,	-64.34022107","0,74",9,1,Starlink,2,"0,21","0,19","0,13","0,09","0,06","0,05","0,01"
1409170,140253300,12 DE octubre-TRES ARBOLES,UTM - TRES ARBOLES,may-25,MX68,08:f1:b3:7c:72:21,98.97.134.189,-309.318,-65.037,"-30.9318,-65.0370","3,05",19,1,Starlink,2,"0,85","0,76","0,55","0,37","0,24","0,21","0,06"
1409145,140244203,I.P.E.M. N 82 - SANTIAGO PENNA - ANEXO TRES POZOS SUD-TRES POZOS SUD,UTM - TRES POZOS SUD,may-25,MX68,6c:c3:b2:62:27:1d,200.189.31.176,-318.176,-641.132,"-31.8176,-64.1132","6,17",136,1,Starlink,2,"1,73","1,54","1,11","0,74","0,49","0,43","0,12"
1409207,140261300,9 DE julio-TRINCHERA,UTM - TRINCHERA,may-25,MX68,e4:55:a8:7d:3a:11,200.189.31.176,-3.194.403.229,-628.193.162.434,"-31.9440322900,	-62.8193162434","1,34",20,1,Starlink,2,"0,38","0,34","0,24","0,16","0,11","0,09","0,03"
1408851,140170800,DEAN GREGORIO FUNES-UCACHA,UTM - UCACHA - DEAN G. FUNES,may-25,MX68,08:f1:b3:7a:d5:a2,200.189.31.176,-3.292.239,-6.353.723,"3FH7+24R Ucacha, CÃ³rdoba","4,89",47,1,Starlink,2,"1,37","1,22","0,88","0,59","0,39","0,34","0,10"
1409310,140312300,LUIS RAVERA-UCACHA,UTM - UCACHA - LUIS RAVERA,may-25,MX68,6c:ef:bd:cb:a1:c1,143.105.136.126,-3.321.281,-6.356.269,"QCPP+VW Estancia Los Toros, CÃ³rdoba","0,47",7,1,Starlink,2,"0,13","0,12","0,08","0,06","0,04","0,03","0,01"
1408461,140080900,SANTIAGO DERQUI-VILLA ALBERTINA,UTM - VILLA ALBERTINA,may-25,MX68,e4:55:a8:8f:05:d3,143.105.136.126,-3.069.225.872,-643.104.115.125,"-30.69225872,	-64.3104115125","0,13",6,1,Starlink,2,"0,04","0,03","0,02","0,02","0,01","0,01","0,00"
1404891,140565000,I.P.E.M. N410 GUSTAVO CERATI-VILLA ALLENDE,UTM - VILLA ALLENDE - GUSTAVO CERATI,may-25,MX68,08:f1:b3:7d:24:04,143.105.136.126,-3.129.094,-6.430.756,47WQPM5R+JX,"1,48",16,1,Starlink,2,"0,41","0,37","0,27","0,18","0,12","0,10","0,03"
1403306,140328000,ROQUE SAENZ PEÃ‘A-VILLA AMANCAY,UTM - VILLA AMANCAY,may-25,MX68,6c:c3:b2:62:26:f1,148.222.222.1,-321.869,-645.723,"-32.1869,-64.5723","0,58",10,1,Starlink,2,"0,16","0,14","0,10","0,07","0,05","0,04","0,01"
1408111,140006000,JOAQUIN VICTOR GONZALEZ-VILLA BERNA,UTM - VILLA BERNA,may-25,MX68,e4:55:a8:8f:00:93,148.222.222.1,-319.162,-647.378,"-31.9162,-64.7378","0,20",4,1,Starlink,2,"0,06","0,05","0,04","0,02","0,02","0,01","0,00"
1408554,140105000,ASOCIACION DE MAYO-VILLA BUENA ESPERANZA,UTM - VILLA BUENA ESPERANZA,may-25,MX68,08:f1:b3:7c:7f:f1,148.222.222.1,-31.615,-644.855,"-31.6150,-64.4855","0,12",4,1,Starlink,2,"0,03","0,03","0,02","0,01","0,01","0,01","0,00"
1408569,140107100,JOAQUIN VICTOR GONZALEZ-VILLA CIUDAD DE AMERICA,UTM - VILLA CIUDAD AMERICA,may-25,MX68,6c:c3:b2:4e:e1:f5,143.105.137.139,-317.974,-645.137,"-31.7974,-64.5137","0,10",4,1,Starlink,2,"0,03","0,03","0,02","0,01","0,01","0,01","0,00"
1408179,140006300,INGENIERO JUAN E. MAGGI-VILLA CIUDAD PARQUE LOS REARTES,UTM - VILLA CIUDAD PARQUE LOS REARTES,may-25,MX68,6c:c3:b2:4e:df:8e,143.105.137.139,-31.829,-645.215,"-31.8290,-64.5215","0,59",8,1,Starlink,2,"0,17","0,15","0,11","0,07","0,05","0,04","0,01"
